,Unnamed: 0,email,gender,visitorId,stepId,questionId,answerValue,answerId,answerTypeId,question,answer,Cluster,Cluster_Theme
105,830,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,1,3p80z1iocd67z0qvg8ju1cc0,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,0.0,Tourism Services
106,831,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,1,3p80z1iocd67z0qvg8ju1cc0,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
107,847,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,1,szwocc75sg060he43kny1pzv,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,0.0,Tourism Services
108,854,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,1,szwocc75sg060he43kny1pzv,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
109,855,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,1,szwocc75sg060he43kny1pzv,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
110,860,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,1,szwocc75sg060he43kny1pzv,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,0.0,Tourism Services
111,861,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,1,szwocc75sg060he43kny1pzv,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
112,877,daniela.p+203_NfBj_TkuP@bss.com.mk,1,kyxbogwp6p8ixqs8ds25v2w6,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
113,884,daniela.p+203_NfBj_TkuP@bss.com.mk,1,kyxbogwp6p8ixqs8ds25v2w6,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
114,886,daniela.p+203_NfBj_TkuP@bss.com.mk,1,kyxbogwp6p8ixqs8ds25v2w6,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
115,891,daniela.p+203_NfBj_TkuP@bss.com.mk,1,kyxbogwp6p8ixqs8ds25v2w6,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
116,906,emilija+2_02Wi_QBD0@bss.com.mk,1,fnj1fly0ua1tiuvc9pvp5m3r,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
117,918,emilija+2_02Wi_QBD0@bss.com.mk,1,fnj1fly0ua1tiuvc9pvp5m3r,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
118,923,emilija+2_02Wi_QBD0@bss.com.mk,1,fnj1fly0ua1tiuvc9pvp5m3r,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
119,940,daniela.p+200_IzcX_T1OA@bss.com.mk,1,5k1w1e9g4pqtjq6kaswik438,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
120,945,daniela.p+200_IzcX_T1OA@bss.com.mk,1,5k1w1e9g4pqtjq6kaswik438,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323d,Answer,Which of the following best describes your job function?,Guided tour services,2.0,Travel Industry Services
121,947,daniela.p+200_IzcX_T1OA@bss.com.mk,1,5k1w1e9g4pqtjq6kaswik438,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
122,952,daniela.p+200_IzcX_T1OA@bss.com.mk,1,5k1w1e9g4pqtjq6kaswik438,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
123,969,daniela.p+200_IzcX_pGIR@bss.com.mk,0,jucfn0c2jtisba29n87e4evt,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
124,974,daniela.p+200_IzcX_pGIR@bss.com.mk,0,jucfn0c2jtisba29n87e4evt,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323d,Answer,Which of the following best describes your job function?,Guided tour services,2.0,Travel Industry Services
125,976,daniela.p+200_IzcX_pGIR@bss.com.mk,0,jucfn0c2jtisba29n87e4evt,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
126,981,daniela.p+200_IzcX_pGIR@bss.com.mk,0,jucfn0c2jtisba29n87e4evt,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
127,997,sergey.usenko_ucwx_aQ8I@ite.group,1,nzv2hgwyl8q24ej1kettdg8t,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
128,1013,daniela.p+202_Rw2b_MtGK@bss.com.mk,0,7z4ymlbvgu3ct7w8qjeaycts,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
129,1020,daniela.p+202_Rw2b_MtGK@bss.com.mk,0,7z4ymlbvgu3ct7w8qjeaycts,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73229,Answer,Which of the following best describes your job function?,Marketing,2.0,Travel Industry Services
130,1022,daniela.p+202_Rw2b_MtGK@bss.com.mk,0,7z4ymlbvgu3ct7w8qjeaycts,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
131,1028,daniela.p+202_Rw2b_MtGK@bss.com.mk,0,7z4ymlbvgu3ct7w8qjeaycts,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
132,1029,daniela.p+202_Rw2b_MtGK@bss.com.mk,0,7z4ymlbvgu3ct7w8qjeaycts,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
133,1045,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,1,unfq2oxirwh1d7iqfgqxwdcd,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,0.0,Tourism Services
134,1052,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,1,unfq2oxirwh1d7iqfgqxwdcd,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
135,1053,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,1,unfq2oxirwh1d7iqfgqxwdcd,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
136,1058,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,1,unfq2oxirwh1d7iqfgqxwdcd,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,0.0,Tourism Services
137,1059,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,1,unfq2oxirwh1d7iqfgqxwdcd,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
138,1078,emilija+01_I7vH_TpD9@bss.com.mk,1,je2onetovfvjq9eheqd1innr,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
139,1085,emilija+01_I7vH_TpD9@bss.com.mk,1,je2onetovfvjq9eheqd1innr,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
140,1090,emilija+01_I7vH_TpD9@bss.com.mk,1,je2onetovfvjq9eheqd1innr,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
141,1106,emilija+3_CmwU_XhuG@bss.com.mk,1,ktctiej7lv5fikf9ej8tbbdc,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
142,1114,emilija+3_CmwU_XhuG@bss.com.mk,1,ktctiej7lv5fikf9ej8tbbdc,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
143,1121,emilija+3_CmwU_XhuG@bss.com.mk,1,ktctiej7lv5fikf9ej8tbbdc,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
144,1136,daniela.p+150_YhiF_SxIe@bss.com.mk,0,7ibrdat3zwe6vjvb0sv29jks,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
145,1141,daniela.p+150_YhiF_SxIe@bss.com.mk,0,7ibrdat3zwe6vjvb0sv29jks,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323c,Answer,Which of the following best describes your job function?,Formation of tourist products,2.0,Travel Industry Services
146,1144,daniela.p+150_YhiF_SxIe@bss.com.mk,0,7ibrdat3zwe6vjvb0sv29jks,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
147,1149,daniela.p+150_YhiF_SxIe@bss.com.mk,0,7ibrdat3zwe6vjvb0sv29jks,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
148,1150,daniela.p+150_YhiF_SxIe@bss.com.mk,0,7ibrdat3zwe6vjvb0sv29jks,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
149,1169,emilija+01_I7vH_AxF5@bss.com.mk,1,tcnfl4z60xouv3fk3w66wtcc,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
150,1176,emilija+01_I7vH_AxF5@bss.com.mk,1,tcnfl4z60xouv3fk3w66wtcc,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
151,1181,emilija+01_I7vH_AxF5@bss.com.mk,1,tcnfl4z60xouv3fk3w66wtcc,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
152,1197,emilija+101_jj3C_nsLJ@bss.com.mk,1,u5wwl65fybur92b90c3hswao,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
153,1205,emilija+101_jj3C_nsLJ@bss.com.mk,1,u5wwl65fybur92b90c3hswao,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,2.0,Travel Industry Services
154,1206,emilija+101_jj3C_nsLJ@bss.com.mk,1,u5wwl65fybur92b90c3hswao,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
155,1212,emilija+101_jj3C_nsLJ@bss.com.mk,1,u5wwl65fybur92b90c3hswao,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
156,1228,daniela.p+203_NfBj_8KQ3@bss.com.mk,1,ti4o4ov436gn8yp3j1c61svm,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
157,1235,daniela.p+203_NfBj_8KQ3@bss.com.mk,1,ti4o4ov436gn8yp3j1c61svm,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
158,1237,daniela.p+203_NfBj_8KQ3@bss.com.mk,1,ti4o4ov436gn8yp3j1c61svm,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
159,1242,daniela.p+203_NfBj_8KQ3@bss.com.mk,1,ti4o4ov436gn8yp3j1c61svm,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
160,1257,emilija+2_02Wi_sEkD@bss.com.mk,1,aldevuzj7ns6u2d627eq2q5g,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
161,1269,emilija+2_02Wi_sEkD@bss.com.mk,1,aldevuzj7ns6u2d627eq2q5g,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
162,1274,emilija+2_02Wi_sEkD@bss.com.mk,1,aldevuzj7ns6u2d627eq2q5g,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
163,1290,emilija+3_CmwU_xccV@bss.com.mk,0,bcmmerckywgc6llx4kxyr1le,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
164,1298,emilija+3_CmwU_xccV@bss.com.mk,0,bcmmerckywgc6llx4kxyr1le,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
165,1305,emilija+3_CmwU_xccV@bss.com.mk,0,bcmmerckywgc6llx4kxyr1le,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
166,1321,aleksandar.dimkov+mitt1_n5eA_c8O2@bss.com.mk,1,ku23k0nqh4urfx3qbmm7e2sy,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,1.0,Event Management
167,1327,aleksandar.dimkov+mitt1_n5eA_c8O2@bss.com.mk,1,ku23k0nqh4urfx3qbmm7e2sy,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
168,1328,aleksandar.dimkov+mitt1_n5eA_c8O2@bss.com.mk,1,ku23k0nqh4urfx3qbmm7e2sy,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
169,1331,aleksandar.dimkov+mitt1_n5eA_c8O2@bss.com.mk,1,ku23k0nqh4urfx3qbmm7e2sy,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,1.0,Event Management
170,1332,aleksandar.dimkov+mitt1_n5eA_c8O2@bss.com.mk,1,ku23k0nqh4urfx3qbmm7e2sy,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73375,Answer,What is your company's annual purchasing budget?,5 - 10 million rubles,1.0,Event Management
171,1348,aleksandar.dimkov+mitt10_V0iB_21BI@bss.com.mk,0,bqg1ucjqk14u5av22n0jfhjb,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,0.0,Tourism Services
172,1355,aleksandar.dimkov+mitt10_V0iB_21BI@bss.com.mk,0,bqg1ucjqk14u5av22n0jfhjb,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
173,1356,aleksandar.dimkov+mitt10_V0iB_21BI@bss.com.mk,0,bqg1ucjqk14u5av22n0jfhjb,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
174,1361,aleksandar.dimkov+mitt10_V0iB_21BI@bss.com.mk,0,bqg1ucjqk14u5av22n0jfhjb,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,0.0,Tourism Services
175,1362,aleksandar.dimkov+mitt10_V0iB_21BI@bss.com.mk,0,bqg1ucjqk14u5av22n0jfhjb,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
176,1381,emilija+100_zbmO_xln3@bss.com.mk,0,zcf116neh1ny42asu75xy0h2,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
177,1386,emilija+100_zbmO_xln3@bss.com.mk,0,zcf116neh1ny42asu75xy0h2,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73244,Answer,Which of the following best describes your job function?,Media,2.0,Travel Industry Services
178,1387,emilija+100_zbmO_xln3@bss.com.mk,0,zcf116neh1ny42asu75xy0h2,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
179,1394,emilija+100_zbmO_xln3@bss.com.mk,0,zcf116neh1ny42asu75xy0h2,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
180,1410,daniela.p+202_Rw2b_20IK@bss.com.mk,1,8iqywq3m81tjxwfrd0jijyth,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
181,1417,daniela.p+202_Rw2b_20IK@bss.com.mk,1,8iqywq3m81tjxwfrd0jijyth,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73229,Answer,Which of the following best describes your job function?,Marketing,2.0,Travel Industry Services
182,1419,daniela.p+202_Rw2b_20IK@bss.com.mk,1,8iqywq3m81tjxwfrd0jijyth,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
183,1425,daniela.p+202_Rw2b_20IK@bss.com.mk,1,8iqywq3m81tjxwfrd0jijyth,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
184,1426,daniela.p+202_Rw2b_20IK@bss.com.mk,1,8iqywq3m81tjxwfrd0jijyth,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
185,1442,tanja+182_jiPa_MVxX@bss.com.mk,1,e8bxsksz9xo25tg7tvo7z2ho,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
186,1451,tanja+182_jiPa_MVxX@bss.com.mk,1,e8bxsksz9xo25tg7tvo7z2ho,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
187,1456,tanja+182_jiPa_MVxX@bss.com.mk,1,e8bxsksz9xo25tg7tvo7z2ho,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
188,1472,sergey.usenko_ucwx_DPxA@ite.group,0,1o5g2tlsho4gxzk3usr06z1c,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
189,1488,tanja+182_jiPa_ARQM@bss.com.mk,1,aq4v0kee568ttej8iiemf43d,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
190,1497,tanja+182_jiPa_ARQM@bss.com.mk,1,aq4v0kee568ttej8iiemf43d,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
191,1502,tanja+182_jiPa_ARQM@bss.com.mk,1,aq4v0kee568ttej8iiemf43d,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
192,1518,emilija+101_jj3C_5KuG@bss.com.mk,0,4877yd3ywtavsxe5acy4vby2,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
193,1526,emilija+101_jj3C_5KuG@bss.com.mk,0,4877yd3ywtavsxe5acy4vby2,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,2.0,Travel Industry Services
194,1527,emilija+101_jj3C_5KuG@bss.com.mk,0,4877yd3ywtavsxe5acy4vby2,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
195,1533,emilija+101_jj3C_5KuG@bss.com.mk,0,4877yd3ywtavsxe5acy4vby2,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
196,1549,sergey.usenko_ucwx_DprR@ite.group,1,kae434rtpet3dnb8g3khop04,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
197,1565,tatjana+182_N1PC_oo6l@bss.mk,0,o1qflq1vwy0ysoicvlsg1ftt,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
198,1576,tatjana+182_N1PC_oo6l@bss.mk,0,o1qflq1vwy0ysoicvlsg1ftt,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
199,1580,tatjana+182_N1PC_oo6l@bss.mk,0,o1qflq1vwy0ysoicvlsg1ftt,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
200,1596,daniela.p+202_Rw2b_ZF2k@bss.com.mk,1,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
201,1603,daniela.p+202_Rw2b_ZF2k@bss.com.mk,1,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73229,Answer,Which of the following best describes your job function?,Marketing,2.0,Travel Industry Services
202,1605,daniela.p+202_Rw2b_ZF2k@bss.com.mk,1,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
